student_id,class_name,subject,score,ai_tool_used,study_hours,record_date
S1177,Class 11B,Math,63.8,True,4.8,2024-11-16
S0984,Class 9B,Math,79.4,True,5.9,2022-11-17
S1084,Class 6A,Math,54.4,True,1.8,2023-06-26
S0165,Class 9B,Chemistry,56.2,True,3.2,2025-03-30
S0030,PG Year 1,Machine Learning,50.7,True,7.4,2023-07-01
S0262,UG Year 2,Statistics,52.4,False,11.6,2023-10-17
S0311,Class 6A,Math,65.7,False,1.9,2025-05-20
S0787,Class 6B,English,51.8,False,3.0,2023-05-20
S0069,UG Year 1,Computer Science,72.5,True,3.8,2024-03-26
S1084,UG Year 3,Machine Learning,61.8,True,8.6,2024-04-11
S1109,Class 6B,English,56.7,True,2.0,2024-05-29
S0858,Class 6B,Geography,60.1,False,3.8,2025-02-21
S1130,Class 11B,Physics,73.4,True,8.0,2023-04-10
S0559,UG Year 3,Research Methods,62.8,False,7.2,2025-04-18
S0498,UG Year 2,Computer Science,75.1,True,8.2,2023-08-15
S0122,UG Year 4,Advanced Statistics,52.2,False,9.1,2022-08-11
S0330,UG Year 1,Mathematics,63.0,True,5.8,2023-11-18
S1071,Class 11B,English,75.2,True,5.9,2024-07-07
S0575,PG Year 2,AI Ethics,49.5,False,8.7,2024-01-14
S0727,UG Year 1,Mathematics,48.8,False,6.2,2024-05-21
S0699,Class 11A,English,86.1,True,5.0,2024-08-21
S1071,UG Year 1,Economics,55.2,False,7.0,2024-04-23
S0529,Class 6B,Science,62.1,False,1.5,2025-03-22
S0672,Class 6B,English,74.4,True,2.7,2024-06-22
S0016,PG Year 2,Deep Learning,66.8,True,10.5,2025-01-21
S0098,UG Year 2,Computer Science,56.2,False,4.6,2022-09-27
S0878,PG Year 2,Thesis,63.8,True,11.4,2024-07-28
S1081,UG Year 3,Research Methods,69.6,False,9.3,2023-06-28
S1031,Class 6A,History,46.9,False,1.2,2023-04-10
S0056,UG Year 4,Project Work,74.5,True,11.5,2024-03-21
S0753,UG Year 4,AI Ethics,61.0,False,10.7,2024-02-25
S0824,Class 11B,Math,56.6,False,6.8,2025-01-31
S0524,Class 9B,Biology,44.3,False,1.7,2022-09-11
S0774,Class 9B,Chemistry,46.2,False,4.9,2023-01-04
S0112,Class 9B,Biology,55.9,False,5.3,2023-04-26
S0098,UG Year 2,Research Methods,65.3,True,7.9,2024-02-18
S0690,UG Year 4,Advanced Statistics,65.8,True,10.6,2022-07-08
S0500,PG Year 2,Deep Learning,63.4,True,7.6,2023-07-18
S0718,Class 6A,Science,53.8,False,1.3,2025-02-11
S0584,UG Year 1,Computer Science,78.9,True,7.9,2025-03-08
S0370,Class 11B,Math,65.0,True,3.1,2024-08-17
S0802,UG Year 2,Statistics,49.7,False,6.1,2023-04-21
S1099,Class 11B,Math,65.1,True,5.8,2022-08-20
S0872,PG Year 2,Data Science,70.8,True,10.6,2024-11-13
S1158,UG Year 1,Computer Science,57.6,True,5.2,2024-07-02
S0041,Class 6A,Science,69.5,True,1.0,2024-01-02
S0785,Class 6A,Geography,69.5,True,2.5,2023-02-28
S0767,UG Year 2,Research Methods,67.2,False,6.7,2024-05-29
S0706,Class 6B,Geography,69.9,True,3.0,2024-04-20
S0491,PG Year 1,Data Science,62.5,True,7.0,2023-01-15
S1127,Class 6B,Math,45.9,False,1.7,2023-01-02
S0972,Class 6B,Math,58.2,False,3.1,2022-08-24
S0209,PG Year 2,Thesis,68.3,True,11.7,2025-05-10
S0076,UG Year 1,Computer Science,71.5,True,9.8,2022-06-22
S0484,UG Year 1,Economics,52.5,False,3.1,2023-02-13
S0828,UG Year 4,Advanced Statistics,76.3,True,9.6,2022-09-30
S1055,PG Year 2,AI Ethics,75.3,True,13.7,2024-04-18
S1030,Class 11B,Computer Science,67.1,True,6.5,2024-08-26
S0110,Class 6A,Math,78.2,True,4.7,2025-01-15
S1187,UG Year 3,Research Methods,69.7,True,5.1,2024-11-23
S0652,UG Year 3,Data Analysis,60.3,True,7.2,2023-11-25
S0219,UG Year 2,Data Analysis,71.8,True,7.4,2024-03-27
S0553,UG Year 2,Statistics,59.6,False,5.6,2022-11-07
S0323,Class 11A,English,48.3,False,2.9,2023-09-30
S0275,Class 11A,Chemistry,55.3,False,5.1,2025-03-26
S1073,UG Year 2,Research Methods,67.2,False,10.2,2022-07-31
S1115,UG Year 3,Statistics,57.3,True,5.1,2025-03-24
S0120,Class 9B,Physics,59.4,False,5.3,2025-01-03
S0815,PG Year 2,Advanced Statistics,62.9,True,8.0,2022-08-17
S0257,Class 6A,English,50.6,False,0.9,2024-08-06
S0068,Class 6A,Math,52.6,False,1.2,2025-01-21
S0079,UG Year 3,Research Methods,80.4,True,9.1,2024-04-26
S0838,PG Year 1,AI Ethics,78.0,True,10.1,2024-02-27
S0138,Class 9A,Math,58.4,True,2.0,2024-09-13
S0989,Class 9A,English,60.3,False,5.9,2025-05-28
S1080,UG Year 3,Machine Learning,71.7,True,7.3,2025-01-05
S0154,UG Year 2,Statistics,64.5,True,4.9,2023-02-23
S0306,PG Year 2,Thesis,70.2,True,14.6,2024-09-06
S0691,UG Year 1,Economics,75.4,True,6.0,2024-11-02
S0768,Class 6B,Geography,56.4,False,3.2,2024-03-23
S0637,PG Year 2,Deep Learning,55.6,True,8.0,2024-07-17
S0995,UG Year 3,Database Systems,44.2,False,5.3,2025-04-15
S0082,UG Year 4,AI Ethics,69.1,True,8.3,2024-04-09
S0713,Class 9B,Physics,61.5,False,5.3,2022-09-16
S0953,PG Year 1,AI Ethics,74.2,False,10.8,2024-07-13
S0963,UG Year 3,Data Analysis,61.2,True,6.2,2024-01-18
S0981,Class 9A,Chemistry,59.5,True,1.6,2025-03-19
S0511,Class 6A,Math,47.5,False,2.6,2024-06-30
S1126,UG Year 4,AI Ethics,63.0,False,9.9,2024-04-01
S0197,Class 9B,Physics,56.9,True,2.8,2024-02-13
S1139,Class 11A,Computer Science,70.1,True,4.2,2023-02-02
S0243,Class 11A,Chemistry,83.3,True,7.1,2024-01-28
S0639,Class 6B,Geography,72.6,False,3.9,2023-07-09
S0490,PG Year 2,AI Ethics,77.8,True,9.3,2024-05-01
S0845,Class 9B,Physics,61.0,False,4.2,2023-01-28
S1145,UG Year 4,Machine Learning,65.2,True,9.5,2023-04-29
S1026,UG Year 2,Economics,60.0,False,4.1,2024-05-31
S1136,Class 9B,Chemistry,54.5,False,3.4,2023-07-06
S1007,UG Year 4,Project Work,77.2,True,8.3,2023-04-01
S0257,Class 6B,English,46.8,False,2.2,2022-10-14
S1135,Class 9A,English,74.4,True,3.6,2024-09-19
S0366,PG Year 2,AI Ethics,78.5,True,12.6,2023-03-17
S0004,Class 6B,Math,61.5,True,1.4,2025-05-05
S0347,Class 9A,Biology,62.7,True,4.4,2025-03-23
S0619,Class 6B,History,61.5,False,3.3,2024-02-15
S0336,UG Year 2,Economics,62.3,False,5.3,2023-02-22
S0467,UG Year 4,Project Work,66.6,False,11.0,2023-11-24
S0180,PG Year 1,Research Methods,72.1,True,11.3,2025-02-14
S0724,Class 6A,English,67.0,True,1.2,2024-03-20
S0022,Class 9B,Chemistry,66.6,True,4.0,2024-02-18
S0679,Class 11B,Math,65.2,False,6.2,2022-08-12
S0914,PG Year 1,Machine Learning,48.1,False,6.6,2023-07-26
S0543,Class 6B,Geography,70.2,True,4.1,2024-04-29
S0516,PG Year 1,Statistics,77.0,True,12.8,2023-06-22
S0962,Class 6B,Science,64.4,True,1.0,2023-08-05
S0080,UG Year 1,Computer Science,71.1,True,8.7,2025-04-06
S1119,UG Year 1,Mathematics,50.0,False,8.7,2024-01-06
S0377,Class 11B,Physics,49.5,False,2.6,2022-06-22
S0395,Class 6A,Math,53.8,False,0.9,2022-07-11
S0678,Class 6B,English,63.4,False,1.9,2024-07-19
S0180,UG Year 2,Computer Science,49.6,False,9.4,2022-09-17
S0919,PG Year 2,Data Science,45.8,False,6.5,2022-10-31
S0112,UG Year 3,Statistics,60.5,True,5.0,2025-02-02
S0205,UG Year 4,Data Science,66.7,True,12.1,2023-05-04
S0122,PG Year 2,Thesis,56.9,False,9.3,2022-08-01
S0668,UG Year 1,English,69.7,True,7.1,2023-09-09
S0967,Class 9A,Math,64.8,True,3.8,2025-04-27
S0495,Class 9B,Math,55.1,False,4.7,2024-11-27
S0714,Class 6B,History,56.4,False,3.1,2022-07-13
S0708,PG Year 1,AI Ethics,50.9,False,6.0,2023-02-02
S0255,Class 11A,English,57.3,True,4.6,2025-05-03
S0254,UG Year 3,Data Analysis,47.6,False,5.6,2024-07-05
S0826,Class 11B,Math,71.3,True,4.6,2024-01-31
S0512,Class 9A,Chemistry,55.1,True,3.4,2023-01-24
S0195,UG Year 3,Data Analysis,76.8,True,7.4,2023-02-07
S0620,Class 11B,English,57.9,False,5.9,2024-10-19
S0352,Class 6B,Math,74.1,True,1.4,2024-03-07
S0528,UG Year 4,Project Work,85.0,True,10.7,2025-04-30
S1083,PG Year 1,Machine Learning,61.5,True,6.2,2024-05-26
S0443,UG Year 4,Data Science,73.1,True,11.3,2023-11-24
S0741,PG Year 2,Deep Learning,57.5,True,9.3,2024-05-21
S0296,PG Year 2,Advanced Statistics,79.8,True,15.8,2023-07-28
S0829,Class 9A,Chemistry,54.1,False,2.7,2025-03-26
S1200,UG Year 2,Research Methods,47.9,False,4.7,2024-08-21
S0253,UG Year 2,Data Analysis,96.0,True,11.3,2023-01-28
S0093,Class 9A,Physics,78.7,True,4.8,2023-03-17
S0914,PG Year 2,Data Science,65.1,True,7.3,2023-01-06
S0604,UG Year 2,Research Methods,78.2,True,4.1,2023-04-13
S0309,Class 9A,English,48.4,False,3.0,2024-01-09
S0801,PG Year 2,Deep Learning,61.7,False,14.0,2023-06-17
S0479,Class 11A,Math,71.1,True,3.2,2024-09-01
S0581,UG Year 2,Research Methods,70.4,True,6.7,2025-01-18
S0822,Class 6A,Science,77.1,True,3.7,2024-05-22
S0416,PG Year 2,Deep Learning,51.2,False,8.6,2024-02-04
S0433,Class 9A,Math,67.8,False,2.5,2025-04-22
S0838,UG Year 1,Mathematics,62.2,False,9.4,2023-02-19
S0720,Class 6A,English,55.5,False,2.6,2024-04-13
S0568,PG Year 1,AI Ethics,75.1,True,10.1,2022-07-09
S0992,Class 6B,Math,74.0,True,4.4,2025-02-06
S0373,UG Year 4,Advanced Statistics,72.1,True,8.2,2023-06-05
S0407,Class 6B,Geography,71.4,True,3.4,2024-08-21
S0365,Class 11B,Chemistry,65.1,True,5.7,2023-06-06
S0827,UG Year 3,Statistics,68.2,True,7.6,2023-11-10
S0860,Class 9B,English,64.8,False,6.7,2023-08-02
S0447,Class 6B,Geography,68.0,True,1.2,2023-11-20
S0581,UG Year 2,Data Analysis,74.1,True,4.9,2024-04-30
S0361,UG Year 1,Economics,81.2,True,7.6,2024-05-07
S0941,PG Year 1,Research Methods,75.5,True,9.6,2023-10-08
S0820,UG Year 1,Statistics,52.4,False,4.0,2023-04-14
S1133,Class 9A,Chemistry,55.3,True,1.7,2023-05-20
S0903,Class 9A,Biology,57.7,False,3.1,2023-10-21
S1155,Class 9B,English,74.9,True,5.7,2022-11-07
S0201,PG Year 1,Research Methods,65.8,True,8.2,2024-09-09
S1185,Class 9A,Physics,52.2,False,4.0,2022-11-03
S0679,PG Year 1,Statistics,87.8,True,12.1,2025-04-08
S1073,Class 9A,Math,68.7,True,3.2,2022-07-12
S0586,Class 11A,Math,57.3,False,3.6,2022-08-24
S1080,UG Year 4,AI Ethics,81.9,True,11.2,2022-08-16
S0561,Class 9A,English,68.2,False,6.0,2023-04-07
S0219,Class 6B,Geography,63.0,False,3.8,2025-03-21
S1176,UG Year 2,Research Methods,64.1,False,7.2,2025-04-21
S0987,PG Year 2,Deep Learning,65.7,False,8.3,2024-04-28
S0140,UG Year 2,Research Methods,73.4,True,8.9,2023-05-30
S0786,Class 11B,English,75.9,True,5.0,2023-06-10
S0027,Class 9B,English,48.5,False,3.2,2022-08-08
S0759,Class 9B,Math,43.2,False,2.3,2022-10-27
S0146,UG Year 4,Data Science,54.6,True,4.9,2024-08-15
S0008,Class 11B,Math,56.9,True,2.9,2023-11-24
S0933,UG Year 3,Database Systems,64.0,True,4.9,2023-06-11
S1024,Class 6B,English,66.3,False,3.6,2023-07-29
S0046,Class 11A,Math,68.4,True,3.9,2024-04-21
S0436,Class 9A,English,51.1,False,2.7,2023-05-24
S0972,Class 11A,Math,76.6,True,5.8,2025-03-04
S0925,Class 11A,Chemistry,51.4,False,6.2,2024-03-22
S1006,Class 9A,Physics,50.1,False,2.8,2023-03-06
S0867,Class 9A,Chemistry,47.2,False,2.3,2024-06-29
S0610,PG Year 1,Machine Learning,41.8,False,7.1,2025-04-25
S0910,PG Year 2,Data Science,81.8,True,10.2,2024-02-09
S1137,UG Year 1,Statistics,43.7,False,4.4,2023-11-17
S0024,Class 9B,Biology,53.2,False,3.0,2023-09-10
S0264,Class 6B,History,66.9,True,3.0,2023-06-12
S0553,UG Year 2,Computer Science,69.7,True,8.6,2023-02-04
S0950,PG Year 2,AI Ethics,59.7,False,7.3,2023-03-28
S0335,Class 9A,Biology,43.5,False,3.3,2024-09-23
S0623,UG Year 3,Statistics,49.9,False,7.1,2024-09-13
S0251,Class 6A,History,66.6,False,3.2,2022-09-10
S0241,Class 9A,English,68.1,False,5.9,2024-10-26
S0191,UG Year 4,Machine Learning,70.7,True,9.8,2023-04-28
S0590,UG Year 4,Machine Learning,60.2,True,5.3,2024-11-23
S0985,PG Year 2,AI Ethics,57.5,True,6.9,2022-09-04
S0652,UG Year 4,Project Work,51.3,False,7.2,2024-01-10
S0715,UG Year 2,Data Analysis,77.7,True,6.5,2025-03-14
S1190,PG Year 1,Machine Learning,71.1,True,10.4,2023-03-18
S0857,Class 11A,English,59.4,False,5.6,2024-03-30
S0786,UG Year 3,Data Analysis,52.8,False,7.6,2022-08-20
S0279,UG Year 4,Machine Learning,74.6,True,9.5,2023-04-29
S0857,Class 6A,History,45.3,False,2.5,2024-01-03
S0309,UG Year 2,Economics,62.5,False,9.1,2024-06-12
S0287,UG Year 3,Research Methods,72.0,True,7.5,2022-07-19
S0969,UG Year 1,Computer Science,41.1,False,4.0,2023-11-24
S0575,Class 9B,Chemistry,48.5,False,4.1,2025-03-27
S0231,UG Year 1,English,60.0,True,3.9,2022-08-27
S1109,PG Year 1,Research Methods,73.8,True,12.6,2025-03-23
S0694,PG Year 1,Machine Learning,41.3,False,5.5,2023-01-22
S1000,UG Year 4,Data Science,63.2,True,8.2,2024-03-17
S0922,Class 6B,Geography,73.2,False,2.4,2025-04-09
S0238,UG Year 1,Economics,66.8,True,7.5,2022-06-14
S0837,Class 6B,History,65.4,True,2.2,2023-02-09
S0481,Class 6B,Science,65.2,False,3.6,2023-10-23
S0157,Class 9B,Biology,72.1,True,4.2,2025-01-13
S0581,Class 9A,Math,68.2,True,3.6,2024-08-10
S1067,Class 9A,Chemistry,61.2,True,3.5,2023-09-19
S0679,UG Year 1,Mathematics,75.0,True,8.2,2025-05-05
S1180,PG Year 2,AI Ethics,69.8,True,9.1,2025-03-01
S0825,UG Year 1,English,74.7,True,2.5,2023-09-05
S0290,UG Year 2,Statistics,56.0,True,8.9,2024-01-25
S0800,Class 6B,History,69.4,True,4.5,2023-04-03
S0385,UG Year 3,Machine Learning,64.5,False,11.6,2024-03-28
S0179,Class 11B,Computer Science,75.6,True,6.6,2022-06-06
S0095,PG Year 2,Deep Learning,57.5,False,8.3,2025-04-26
S0981,UG Year 1,Mathematics,51.4,True,4.5,2023-01-30
S0194,PG Year 1,Statistics,59.3,True,7.8,2022-09-27
S0681,UG Year 2,Data Analysis,49.8,False,3.8,2023-03-18
S0662,UG Year 2,Research Methods,76.7,True,9.0,2024-11-29
S0342,Class 11B,Chemistry,62.7,False,6.2,2025-02-01
S1042,Class 11A,English,69.6,True,7.1,2022-06-28
S0877,UG Year 2,Economics,75.7,True,7.2,2022-11-02
S1148,PG Year 1,Statistics,78.9,True,11.5,2023-04-01
S0638,PG Year 1,Statistics,73.2,True,10.9,2023-07-07
S0280,Class 9B,Chemistry,47.2,False,1.7,2025-03-09
S0361,Class 11B,Math,54.2,False,5.2,2025-05-16
S0641,Class 9A,Biology,50.3,False,1.8,2023-10-23
S0964,PG Year 1,Statistics,69.7,True,8.5,2022-10-09
S0220,Class 11A,English,67.5,True,5.4,2025-01-12
S1136,Class 9A,Chemistry,65.1,True,3.7,2025-05-31
S0789,UG Year 2,Computer Science,54.6,False,4.7,2025-03-21
S1116,UG Year 3,Statistics,80.2,True,12.5,2025-03-15
S0934,Class 6B,English,58.3,False,1.5,2025-05-21
S1160,UG Year 3,Machine Learning,53.4,False,4.4,2024-03-09
S0995,PG Year 1,AI Ethics,79.9,True,11.9,2022-10-23
S0246,Class 6B,History,55.8,False,2.2,2022-08-09
S0053,UG Year 2,Research Methods,78.5,False,10.0,2024-01-02
S1145,PG Year 1,AI Ethics,64.0,False,9.5,2022-11-14
S0701,UG Year 1,Computer Science,65.2,False,9.9,2024-04-10
S0923,Class 9B,Biology,50.1,False,3.6,2024-05-22
S0593,UG Year 4,Advanced Statistics,45.9,False,8.6,2022-07-13
S0762,PG Year 1,Machine Learning,65.2,True,11.6,2024-01-18
S0400,PG Year 1,AI Ethics,58.6,True,8.0,2024-02-09
S0842,Class 11B,Physics,50.1,False,4.3,2023-04-21
S0766,Class 9B,Physics,55.7,False,2.9,2023-08-10
S0060,UG Year 1,Statistics,57.0,False,5.0,2023-04-08
S0560,UG Year 3,Statistics,65.7,True,9.5,2025-05-24
S0740,Class 6B,Math,61.1,True,1.8,2023-02-20
S0724,PG Year 1,Statistics,74.5,False,10.6,2024-02-25
S0095,Class 11B,Math,55.0,False,5.3,2024-06-19
S0904,UG Year 4,Advanced Statistics,47.8,True,3.9,2023-05-26
S0111,Class 11B,Math,59.1,True,4.7,2024-01-15
S1098,UG Year 1,Computer Science,61.7,False,4.3,2025-04-19
S1108,Class 6A,Science,48.9,False,2.7,2024-06-10
S0243,UG Year 4,Project Work,82.4,True,9.0,2023-10-06
S0444,UG Year 1,Computer Science,72.0,True,6.6,2022-08-29
S0754,Class 9A,Chemistry,68.5,True,1.7,2024-05-17
S0257,UG Year 3,Statistics,67.1,False,7.7,2025-05-10
S0870,Class 11A,Chemistry,57.9,True,5.3,2023-01-19
S0633,Class 6B,Geography,64.8,False,4.8,2024-05-08
S0751,PG Year 2,Advanced Statistics,62.8,True,9.1,2023-01-29
S0015,PG Year 2,Deep Learning,66.7,True,13.4,2022-09-20
S0542,UG Year 4,AI Ethics,85.4,True,13.2,2025-04-01
S0206,Class 11B,Math,61.3,False,6.1,2022-10-28
S1084,Class 9A,English,55.1,False,3.5,2024-01-29
S0265,Class 9A,Physics,62.1,True,5.1,2024-07-29
S0666,Class 9A,Physics,35.7,False,2.2,2023-11-24
S1056,UG Year 4,Machine Learning,84.0,True,10.5,2025-01-28
S0130,Class 6A,Science,65.4,True,1.2,2023-10-11
S0594,Class 11B,Math,70.1,True,6.1,2024-07-14
S1027,Class 11B,Math,74.7,False,6.6,2023-02-25
S1091,UG Year 4,Advanced Statistics,68.6,True,9.8,2023-11-29
S0302,Class 11A,English,54.5,False,4.1,2024-05-19
S0809,PG Year 2,Deep Learning,76.9,True,15.5,2024-07-13
S0442,UG Year 2,Computer Science,60.0,False,3.6,2025-04-28
S1096,Class 9A,Physics,54.7,False,5.3,2023-09-26
S0544,PG Year 2,Deep Learning,65.3,True,7.2,2024-05-05
S0962,Class 6B,English,64.2,False,3.6,2024-04-11
S0405,Class 11B,Physics,54.8,True,3.1,2023-10-14
S0380,UG Year 4,AI Ethics,45.4,False,3.8,2022-06-04
S0055,UG Year 4,AI Ethics,64.1,False,9.6,2023-11-09
S0440,Class 11B,Math,39.9,False,3.0,2025-02-09
S0640,Class 11A,Math,65.1,True,6.1,2022-08-13
S0176,UG Year 4,Project Work,68.4,True,6.5,2023-04-13
S0013,UG Year 3,Data Analysis,62.1,True,6.6,2022-07-03
S0815,UG Year 3,Database Systems,66.5,True,8.9,2025-03-25
S0370,Class 6B,English,67.3,True,1.3,2024-02-06
S1188,Class 6B,English,73.7,True,4.3,2023-04-12
S1138,UG Year 4,Project Work,79.2,True,9.7,2023-04-22
S0915,Class 6B,Science,62.0,False,1.8,2022-07-26
S0950,Class 6A,Math,70.8,False,3.8,2025-03-26
S0351,Class 11B,Physics,65.2,True,7.9,2023-06-23
S0542,UG Year 4,AI Ethics,86.6,True,13.3,2023-05-06
S0311,PG Year 1,Research Methods,61.0,True,5.6,2024-01-24
S0806,Class 9A,English,76.7,True,5.6,2023-02-01
S0755,Class 9A,English,59.4,False,2.4,2022-08-12
S0073,PG Year 1,Machine Learning,76.4,True,7.3,2023-02-20
S0667,UG Year 4,Project Work,75.9,True,11.4,2025-05-24
S0342,Class 11B,English,77.2,True,8.2,2025-02-12
S1075,Class 6A,English,57.0,False,2.8,2022-08-30
S0390,PG Year 2,Deep Learning,48.9,True,5.8,2023-04-29
S0639,Class 6B,Math,65.7,False,1.7,2023-01-17
S0280,Class 11A,Computer Science,43.4,False,3.1,2024-11-28
S0436,Class 11B,Physics,49.5,False,6.7,2024-05-11
S0808,Class 11A,Math,63.8,True,3.2,2023-07-22
S1177,Class 11B,Chemistry,40.5,False,5.9,2025-02-27
S0768,Class 6A,Geography,56.4,False,1.6,2025-02-16
S0347,Class 9A,Math,46.0,False,4.7,2024-09-13
S1168,Class 9B,Math,54.6,False,2.0,2024-03-30
S0996,Class 6B,Math,54.3,False,1.8,2023-02-26
S0844,UG Year 4,AI Ethics,61.4,True,4.8,2023-05-31
S0903,Class 9B,Math,59.0,False,2.3,2023-05-16
S0165,PG Year 2,AI Ethics,59.0,False,6.5,2023-06-02
S1183,UG Year 1,Computer Science,62.3,True,2.6,2023-06-02
S1093,Class 11A,Math,47.9,True,2.6,2025-04-01
S1173,PG Year 2,Data Science,65.1,True,6.6,2023-04-16
S0293,UG Year 1,Economics,72.3,True,9.6,2025-04-18
S0544,PG Year 2,Deep Learning,75.3,True,11.4,2024-07-12
S1043,UG Year 3,Research Methods,66.2,False,8.3,2024-10-27
S0968,Class 9A,Physics,62.2,False,5.5,2024-06-27
S0429,Class 6B,English,44.5,False,1.0,2023-03-03
S0438,PG Year 1,Statistics,68.3,True,8.2,2022-09-28
S0676,Class 9A,Chemistry,52.8,True,3.3,2024-11-01
S1034,Class 11B,Computer Science,71.8,True,3.6,2024-04-28
S0049,UG Year 2,Economics,41.5,False,7.0,2025-04-23
S0638,PG Year 2,Deep Learning,64.8,True,12.1,2025-02-21
S0053,Class 6B,Science,46.8,False,2.0,2025-02-14
S0097,UG Year 1,English,69.5,True,4.0,2024-04-23
S0980,PG Year 1,Statistics,75.3,True,10.3,2024-08-21
S1025,UG Year 4,Advanced Statistics,64.8,True,11.0,2023-04-30
S0777,Class 9A,Chemistry,43.0,False,4.1,2025-02-18
S0391,PG Year 1,Machine Learning,68.5,True,6.7,2023-09-15
S0506,Class 11A,English,83.8,True,6.4,2023-01-25
S0489,UG Year 3,Statistics,57.7,True,4.8,2024-03-18
S0538,Class 11A,Computer Science,67.0,True,5.0,2024-11-08
S0431,UG Year 4,Data Science,77.4,True,6.0,2023-09-30
S0479,UG Year 1,English,69.9,True,4.2,2024-01-18
S1109,Class 9A,Physics,38.7,False,3.0,2024-11-08
S0507,Class 6B,Geography,69.9,False,2.4,2023-04-18
S0058,PG Year 1,AI Ethics,73.2,True,7.5,2023-06-09
S0854,Class 6A,History,55.8,False,3.7,2024-04-14
S0726,UG Year 2,Research Methods,60.3,True,7.6,2022-11-22
S0927,UG Year 2,Computer Science,68.1,True,5.9,2022-06-24
S0266,Class 6B,Math,68.8,True,3.6,2024-01-17
S0231,UG Year 3,Research Methods,36.9,False,5.1,2022-09-19
S1152,UG Year 3,Research Methods,67.3,True,6.2,2022-09-11
S1177,Class 6A,Geography,59.6,False,3.7,2023-08-11
S1084,Class 11A,English,51.5,False,4.7,2025-01-12
S0929,Class 11B,Physics,63.5,False,5.3,2024-06-19
S0885,Class 6B,Geography,57.6,False,1.9,2023-09-28
S0994,Class 9A,Physics,55.4,False,2.8,2022-09-23
S0092,Class 9A,Physics,67.6,False,6.1,2024-07-23
S1185,PG Year 1,Data Science,63.7,True,5.5,2022-09-07
S0272,Class 11A,Math,47.9,True,5.3,2022-07-16
S0929,UG Year 3,Database Systems,69.2,True,5.9,2024-06-11
S0305,Class 11B,Computer Science,56.4,True,5.7,2024-07-08
S0570,PG Year 2,Data Science,53.7,False,12.0,2023-02-20
S0367,Class 6B,History,62.6,True,3.4,2023-09-28
S0129,UG Year 2,Data Analysis,50.9,False,6.4,2024-04-06
S0462,UG Year 4,Project Work,47.8,False,7.8,2025-03-16
S0281,PG Year 2,Thesis,69.9,False,17.8,2024-03-17
S0885,UG Year 2,Economics,81.9,True,9.0,2025-05-18
S1194,PG Year 1,Data Science,57.0,False,6.1,2023-11-12
S0747,Class 11B,Computer Science,68.3,True,5.2,2023-03-26
S0589,Class 6B,History,51.0,False,1.6,2025-02-16
S0364,UG Year 3,Machine Learning,59.6,False,9.0,2024-03-15
S1090,PG Year 1,Data Science,52.9,False,8.3,2025-03-04
S0928,UG Year 3,Statistics,56.3,False,5.5,2025-03-11
S0974,PG Year 2,Advanced Statistics,49.2,False,10.2,2023-04-26
S1059,UG Year 1,English,62.8,False,10.4,2024-10-12
S0284,Class 6B,Math,62.2,False,2.8,2024-09-14
S0465,UG Year 4,Machine Learning,85.3,True,7.9,2023-01-09
S0748,Class 6A,Math,57.0,False,2.8,2023-06-24
S0060,Class 9A,Physics,57.6,False,5.5,2023-07-05
S0394,UG Year 4,Machine Learning,75.3,True,5.1,2024-08-06
S0181,UG Year 1,Mathematics,51.6,False,3.5,2023-01-20
S0812,Class 6A,History,63.0,True,1.8,2023-10-12
S1181,Class 9B,English,65.0,True,4.4,2025-04-28
S1082,Class 6B,History,62.8,False,1.0,2023-04-07
S0786,Class 11A,Math,55.7,True,3.3,2023-05-14
S1158,PG Year 1,Research Methods,77.7,True,8.7,2023-04-02
S0549,Class 9B,Math,67.0,True,5.5,2024-09-10
S0371,Class 11B,English,58.0,True,5.1,2024-07-03
S1063,PG Year 1,Research Methods,78.5,True,12.2,2023-03-09
S0947,Class 6A,English,65.8,True,1.6,2024-09-17
S0003,UG Year 4,Machine Learning,45.3,True,5.1,2022-07-07
S1162,PG Year 1,Statistics,65.9,True,8.4,2022-11-05
S0781,PG Year 1,Machine Learning,69.9,False,13.2,2022-09-16
S0688,UG Year 1,Economics,66.2,True,7.5,2023-10-24
S0171,Class 6A,English,64.9,False,3.2,2022-11-06
S1110,PG Year 1,Machine Learning,59.0,False,6.2,2023-05-26
S0506,PG Year 1,AI Ethics,62.7,True,5.9,2025-01-16
S1027,Class 6B,History,63.0,False,3.7,2024-01-05
S0243,Class 11A,Physics,55.1,False,5.1,2024-05-30
S0403,UG Year 2,Computer Science,75.7,False,8.1,2024-05-02
S1052,UG Year 3,Data Analysis,77.8,True,8.6,2025-05-24
S0284,PG Year 1,AI Ethics,76.4,True,6.1,2025-02-21
S0459,PG Year 1,Research Methods,61.8,True,6.6,2024-09-07
S1060,Class 9A,English,71.8,False,5.3,2023-03-08
S0722,Class 9B,Physics,72.5,True,2.3,2024-06-11
S0527,Class 11A,Computer Science,67.1,True,3.8,2022-08-19
S0781,UG Year 2,Computer Science,75.3,True,10.5,2024-02-16
S0445,PG Year 2,Data Science,80.8,True,11.3,2023-09-30
S0083,Class 9A,English,63.8,True,2.8,2024-04-17
S0305,Class 6A,Math,65.7,True,1.7,2024-04-02
S0514,Class 9B,Biology,55.0,False,3.3,2023-11-16
S0749,Class 11B,Physics,55.8,False,3.7,2025-05-03
